0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,true_label,pca_x,pca_y
0,0.147067,0.52377385,0,0,0,0.23495226,0.24394435,0.68802166,0,0.4698515,1.0012666,0,0,0,0,0,0.40879008,0,0,0.4283586,0.6502157,0.71606266,0,0.5767335,0.3517149,0.58628225,1.3151371,0.08230794,0,0.117950276,0,0.35491076,0,0.19573483,0.225631,0.05612594,0.8470911,1.0098299,0,0.38971412,0,0,0.096103355,0.51507246,0,0.38062623,0,0,0.48355156,0,0.34886432,0,0,0,0.9983661,0.27246135,0,0.20399103,0,0,0,0.65705603,0,0.39468807,0.8568081,0.22032084,0.021304026,0.8596797,0.7388031,0.101983026,1.1273625,0.20030965,0.40540272,0,0.79985124,0,0.070058115,0.2773925,0,0,0.14624003,1.240896,1.3015876,0,1.0163234,0.73557526,0.2625676,0,0.8242182,0.51245546,0.4106531,0.069823466,0.07872348,0,0.60969555,0.75001353,0.74240446,0,0.31009978,0.3609997,0,0.19310991,0,0,0,0.051743083,0.9195493,0,0.20221011,0.6823948,0,0,0.57532156,0.24781035,0,0.91206175,0,0.33490586,0,0,0,0.12070701,0.15392941,0,0.5344299,0,0.97756535,1.0,-1.0686759513159500,-0.9079340277148540
0,0,0.51836854,0,0.8534325,0,0.2323684,0.06318013,0.6793604,0,0.32165495,0.9004711,0.9085713,0,0,0.21532916,0,0.40535524,0,0,0.41598,0.6443022,0.8174257,0,0.4208317,0.10424544,0.5767291,0.93780136,0.081088826,0,0.11459337,0.64945614,0.46932465,0,0.1907227,0.0076316297,0,0.63446707,0.9813339,0,0.38830614,0,0,0.11668622,0.5805326,0,0.3733368,0.82495475,0.51070327,0.2395337,0,0.3408878,0,0,0,0.7237362,0.029449008,0,0.20818199,0.09538751,0.69485605,0,0.64795494,0.5823828,0.1635582,0.6192659,0.2167507,0.019385442,0.6111544,0.7271677,0.13203114,0.7997706,0.19930902,0.39689824,0,0.60284525,0.5092096,0.06832706,0.27376777,0,0,0.14437826,0.9594646,1.0371584,0,0.6975749,0.7278656,0.25879145,0,0.58497393,0.38070717,0.19461206,0,0,0,0.41695526,0.80254894,0.59613955,0,0.3090276,0.12278215,0,0.18939115,0,0,0,0.10529594,0.6622512,0.3248141,0.0005894378,0.45405594,0,0,0.40724796,0.07298978,0,0.67214733,0,0.046344772,0,0,0,0,0.15051,0.65248376,0.5255159,0.2654329,0.6999114,0.0,-2.5791910941607100,1.1088919519083900
0,0.44307792,0.89623386,0,0,0,0.36312845,0.5263189,1.2249151,0,0.7518411,1.4764771,0,0,0,0,0,0.7047654,0,0,0.8020666,1.0118318,1.1079297,0,0.9262134,0.7760649,1.0153718,2.0827165,0.17529194,0,0.22307487,0,0.42240766,0,0.40928653,0.5530144,0.23148103,1.3143388,1.584624,0,0.6161158,0,0,0.1478059,0.77273977,0,0.6623516,0,0,0.93873066,0,0.6898694,0,0,0,1.5910283,0.7133451,0,0.25239247,0,0,0,1.1040385,0,0.771572,1.352301,0.42158887,0.080707975,1.4075361,1.1282,0.16479552,1.7569033,0.40446138,0.7132599,0,1.2521694,0,0.1449861,0.4510758,0,0,0.2948904,1.8405592,1.940845,0,1.6170301,1.2654417,0.4206485,0,1.3697578,0.83066964,0.7993831,0.31354433,0.22872084,0,0.9962114,1.039243,1.1289436,0.12534958,0.51472753,0.751139,0,0.3129123,0,0,0,0.08180046,1.4498966,0,0.6048347,1.1275363,0,0,0.9395947,0.5374996,0,1.4091445,0,0.7808083,0,0,0,0.36866033,0.32565793,0,0.92215055,0,1.5416627,1.0,1.802861929468570,-0.6711873121481380
0,0,0.5515482,0,0,0,0.256915,0.06318016,0.73476344,0,0.32165495,0.9820316,0,0,0,0,0,0.42663985,0,0,0.4549677,0.71356255,0.7557295,0,0.42083174,0.104245424,0.62259424,0.93780136,0.096122146,0,0.12671517,0,0.36748517,0,0.21598971,0.007631637,0,0.6344671,1.0835836,0,0.41761816,0,0,0.1166862,0.5330111,0,0.41237965,0,0,0.23953366,0,0.3724512,0,0,0,0.7237361,0.029449023,0,0.21437845,0,0,0,0.7191566,0,0.1635582,0.61926585,0.23748311,0.025381628,0.61115426,0.8039255,0.10037627,0.7997706,0.21215829,0.42638087,0,0.6028452,0,0.07503586,0.2900623,0,0,0.15971829,0.9594646,1.0371583,0,0.6975749,0.79165494,0.27671733,0,0.5849739,0.38070714,0.19461206,0,0,0,0.41695523,0.7251027,0.5961396,0,0.3226648,0.12278216,0,0.20478596,0,0,0,0.05663225,0.6622511,0,0.0005894527,0.45405594,0,0,0.40724793,0.07298975,0,0.67214733,0,0.04634489,0,0,0,0,0.16679285,0,0.5658097,0,0.69991136,1.0,-2.353113920488940,-1.0424921940365600
0,0,0.79721415,0,0.016076714,0,0.34173343,0,1.0406718,0,0.16210178,1.2540194,0.026978925,0,0,0.01605642,0,0.5815377,0,0,0.5887964,0.877963,0.87329715,0,0.23740599,0,0.90588367,0.46134412,0.15899104,0,0.1877352,0.009456292,0.48108843,0,0.32351744,0,0,0.32790834,1.368013,0,0.5826384,0,0,0.14064433,0.64664036,0,0.5800145,0.021351099,0.018222585,0,0,0.53433645,0,0,0,0.38959116,0,0,0.28976038,0,0.03241828,0,1.0425693,0,0,0.3110422,0.34167185,0.039318252,0.25892818,0.93999076,0.15251467,0.3377786,0.33090988,0.5623547,0,0.27981314,0.004609883,0.09334193,0.41248232,0,0,0.2910949,0.45433247,1.0946146,0,0.27611524,1.1050258,0.38298973,0,0.29589957,0.2040461,0,0,0,0,0.2608598,0.905666,0.3417574,0,0.42256856,0,0,0.26580018,0,0,0,0.10026594,0.31008884,0.02543731,0,0.23797669,0,0,0.18697587,0,0,0.3428089,0,0,0,0,0,0,0.2775249,0.00056263804,0.8006372,0.011744544,0.3521617,0.0,-3.5762634788707700,-1.1498245641251600
0,0.22326095,0.51836854,0,1.0935717,0,0.2323684,0.31829992,0.6793604,0,0.54776263,1.1234244,1.1599237,0,0,0.30032218,0,0.40535524,0,0,0.41598,0.7226402,0.81074333,0,0.66498536,0.4637385,0.5767291,1.5119244,0.081088826,0,0.11459337,0.8527694,0.3600256,0,0.1907227,0.31698036,0.102862224,0.9685938,1.1422287,0,0.38830614,0,0,0.089656204,0.576807,0,0.3733368,1.0603368,0.6548724,0.6030465,0,0.3408878,0,0,0,1.1502293,0.38801068,0,0.20818199,0.13719216,0.89121747,0,0.64795494,0.7623513,0.49250084,0.98715425,0.2167507,0.019385442,1.0011088,0.8231967,0.11868943,1.2923108,0.19930902,0.39689824,0,0.9156663,0.6746501,0.06832706,0.27376777,0,0,0.14437826,1.3930054,1.464738,0,1.174843,0.7278656,0.25879145,0,0.96628284,0.5918264,0.5097205,0.1350649,0.11569943,0,0.70877594,0.8216076,0.8377859,0.028718919,0.3090276,0.46245652,0,0.18939115,0,0,0,0.06541654,1.0566758,0.4279015,0.30528623,0.79846597,0,0,0.6690117,0.3213473,0,1.0397019,0,0.4560296,0,0,0,0.18517512,0.15051,0.8580741,0.5255159,0.4001852,1.1205615,0.0,-0.5943372484323270,1.9461880875442800
0,0.6441429,0.51836854,0,0,0,0.25769454,0.7066109,0.6793604,0,0.923362,1.7861665,0,0,0,0,0,0.40535524,0,0,0.41598,1.1372932,1.3737707,0,1.1549397,1.0546786,0.5767291,2.5678513,0.081088826,0,0.11459337,0,0.3020221,0,0.20738572,0.7555473,0.34938815,1.61044,1.8914112,0,0.38830614,0,0,0.12251866,0.9451875,0,0.3733368,0,0,1.2291518,0,0.3408878,0,0,0,1.9690301,1.0081532,0,0.20818199,0,0,0,0.64795494,0,1.0128975,1.6655653,0.2167507,0.019385442,1.7532942,1.3132055,0.20526163,2.1559055,0.19930902,0.39689824,0,1.545527,0,0.06832706,0.27376777,0,0,0.14437826,2.2212944,2.350939,0,1.9964359,0.7278656,0.25879145,0,1.7224044,1.0417823,1.0544512,0.47846353,0.33059087,0,1.2560323,1.237324,1.3789347,0.2125612,0.3090276,1.0005354,0,0.18939115,0,0,0,0.03753861,1.7872682,0,0.8757622,1.4173375,0,0,1.1712253,0.72667915,0,1.7240171,0,1.0623597,0,0,0,0.5354854,0.15051,0,0.5255159,0,1.9041486,1.0,3.64942468494667,-0.47630846165982300
0,0,0.5515482,0,0.8534325,0,0.24850394,0,0.72606945,0,0.05375035,0.9350146,0.9085713,0,0,0.21532916,0,0.42663985,0,0,0.45475265,0.6779039,0.84018564,0,0.101226926,0,0.6205962,0.2005837,0.089071676,0,0.12671517,0.64945614,0.49380508,0,0.21146038,0,0,0.14668405,1.0333123,0,0.40702546,0,0,0.09624706,0.58592826,0,0.40366545,0.82495475,0.51070327,0,0,0.3724512,0,0,0,0.15347458,0,0,0.20855111,0.09538751,0.69485605,0,0.69597626,0.5823828,0,0.13765481,0.23377945,0.025260076,0.0272879,0.7419042,0.1333275,0.13737659,0.21215829,0.42623606,0,0.12131664,0.5092096,0.07503586,0.28971928,0,0,0.1587286,0.18608688,0.8511205,0,0.09710266,0.77141213,0.27671733,0,0.115849875,0.07788648,0,0,0,0,0.14108971,0.7887285,0.14356345,0,0.3226648,0,0,0.20478596,0,0,0,0.11491759,0.13434105,0.3248141,0,0.06890798,0,0,0.01755127,0,0,0.14939786,0,0,0,0,0,0,0.16653699,0.65248376,0.5658097,0.2654329,0.16291931,0.0,-4.633163779463830,0.8848538119235320
0,0,0.52377385,0,0,0,0.23495226,0,0.68802166,0,0.0332802,0.90450346,0,0,0,0,0,0.40879008,0,0,0.4283586,0.64866656,0.8630194,0,0.089606866,0,0.58628225,0.21259657,0.08230794,0,0.117950276,0,0.481423,0,0.19573483,0,0,0.14633451,0.99387866,0,0.38971412,0,0,0.09007284,0.55819494,0,0.38062623,0,0,0,0,0.34886432,0,0,0,0.17030685,0,0,0.20399103,0,0,0,0.65705603,0,0,0.1432354,0.22032084,0.021304026,0.034224078,0.7178937,0.10744046,0.13717653,0.20030965,0.40540272,0,0.11506966,0,0.070058115,0.2773925,0,0,0.14624003,0.1982663,0.8254189,0,0.109822884,0.73557526,0.2625676,0,0.10354948,0.07359111,0,0,0,0,0.119665235,0.7466554,0.15507421,0,0.31009978,0,0,0.19310991,0,0,0,0.10332388,0.14135234,0,0,0.055348065,0,0,0.005361137,0,0,0.14937976,0,0,0,0,0,0,0.15392941,0,0.5344299,0,0.16384128,1.0,-4.443448252169010,-1.2594370761799200
0,0.1349006,0.52377385,0,0.48111844,0,0.27085713,0.22290996,0.68802166,0,0.47566423,1.1525002,0.5002053,0,0,0.13038568,0,0.40879008,0,0,0.4283586,0.76637405,0.8094116,0,0.5917888,0.31240344,0.58628225,1.358073,0.08230794,0,0.117950276,0.37956986,0.35286334,0,0.22185445,0.20078015,0.054573163,0.8772048,1.1813715,0,0.38971412,0,0,0.12759802,0.57929176,0,0.38062623,0.45682484,0.28796655,0.50826275,0,0.34886432,0,0,0,1.0566568,0.24709642,0,0.21527842,0.060012892,0.37061322,0,0.65705603,0.3262013,0.38072264,0.8812798,0.22032084,0.021304026,0.90633553,0.89546406,0.10983998,1.1463869,0.20030965,0.40540272,0,0.8581241,0.2873631,0.070058115,0.2773925,0,0,0.14624003,1.2973691,1.4606469,0,1.0446293,0.73557526,0.2625676,0,0.84287286,0.5299251,0.3868226,0.053939916,0.05193747,0,0.59122056,0.83770186,0.7969831,0,0.31009978,0.35412246,0,0.19310991,0,0,0,0.050355107,0.95878714,0.18754995,0.20176588,0.6983262,0,0,0.5829048,0.22810327,0,0.91775304,0,0.3317635,0,0,0,0.091598,0.15392941,0.36032495,0.5344299,0.1871213,1.0181595,1.0,-0.9860578002455360,0.30535772224377700
0,0,0.52377385,0,0.016409308,0,0.23495226,0,0.68802166,0,0.20816201,0.90450346,0.028280333,0,0,0.010216223,0,0.40879008,0,0,0.4283586,0.64866656,0.7505186,0,0.31297374,0,0.58628225,0.6764726,0.08230794,0,0.117950276,0.003295213,0.36748517,0,0.19573483,0,0,0.46625003,0.99387866,0,0.38971412,0,0,0.098475866,0.5198801,0,0.38062623,0.024753839,0.0102891475,0.05652242,0,0.34886432,0,0,0,0.5540606,0,0,0.21437845,0,0.03232169,0,0.65705603,0,0,0.45238367,0.22032084,0.021304026,0.4227187,0.74976456,0.09945017,0.51916397,0.20030965,0.40540272,0,0.4314038,0,0.070058115,0.2773925,0,0,0.14624003,0.70518875,0.9249666,0,0.45825315,0.73557526,0.2625676,0,0.41820666,0.27655187,0.006358847,0,0,0,0.2917264,0.7270934,0.47110647,0,0.31009978,0,0,0.19310991,0,0,0,0.05663225,0.4693043,0.019290388,0,0.2891522,0,0,0.27099863,0,0,0.5011729,0,0,0,0,0,0,0.15392941,0,0.5344299,0,0.49081767,0.0,-3.217904830434240,-1.0814882159623100
0,0,0.5515482,0,0.8456106,0,0.24850394,0,0.72606945,0,0.06961433,0.9350146,0.8945505,0,0,0.21794839,0,0.42663985,0,0,0.45475265,0.67800784,0.845299,0,0.10493685,0,0.6205962,0.1846177,0.089071676,0,0.12671517,0.6509287,0.48257515,0,0.21146038,0,0,0.14980158,1.0333123,0,0.40702546,0,0,0.09624706,0.5881819,0,0.40366545,0.818556,0.5054277,0,0,0.3724512,0,0,0,0.14749733,0,0,0.20855111,0.1007746,0.68679976,0,0.69597626,0.582597,0,0.1282283,0.23377945,0.025260076,0.038457543,0.7419042,0.13140054,0.13576937,0.21215829,0.42623606,0,0.12611178,0.5103493,0.07503586,0.28971928,0,0,0.15934235,0.18264522,0.8511205,0,0.09560485,0.77141213,0.27671733,0,0.1161987,0.09104433,0,0,0,0,0.1497392,0.8114468,0.1375063,0,0.3226648,0,0,0.20478596,0,0,0,0.109859526,0.1267399,0.32810396,0,0.10111054,0,0,0.011898103,0,0,0.13280554,0,0,0,0,0,0,0.16653699,0.6510232,0.5658097,0.28578883,0.15109906,0.0,-4.633753579643270,0.8736285004526670
0,0.78038174,0.51836854,0,0.81651604,0,0.2323684,0.8449873,0.6793604,0,1.0574898,2.0144422,0.8632364,0,0,0.22452885,0,0.40535524,0,0,0.41598,1.2787231,1.576354,0,1.3291159,1.2547073,0.5767291,2.9553156,0.081088826,0,0.11459337,0.6371816,0.3020221,0,0.1907227,0.9095111,0.42902637,1.8495069,2.1606512,0,0.38830614,0,0,0.11846516,1.0800105,0,0.3733368,0.7881182,0.48316067,1.4476131,0,0.3408878,0,0,0,2.270875,1.2106109,0,0.20818199,0.09825632,0.64886475,0,0.64795494,0.56395066,1.1943024,1.9123505,0.2167507,0.019385442,2.0265427,1.4755838,0.23545954,2.4680436,0.19930902,0.39689824,0,1.770577,0.49620885,0.06832706,0.27376777,0,0,0.14437826,2.524328,2.6678698,0,2.2990348,0.7278656,0.25879145,0,1.9912333,1.1953962,1.2453572,0.5845738,0.40194613,0,1.4420683,1.3714957,1.5701432,0.27173918,0.3090276,1.1892492,0,0.18939115,0,0,0,0.046207137,2.04861,0.3212719,1.065929,1.6378655,0,0,1.3512632,0.8672116,0,1.9758233,0,1.2710235,0,0,0,0.64928716,0.15051,0.6322488,0.5255159,0.29249793,2.1902075,1.0,4.868674949568700,1.7181711017715800
